case_submitter_id,project_id,rank,gene,mutation_count
TCGA-86-8672,TCGA-LUAD,29,SPAG16,1
TCGA-86-8672,TCGA-LUAD,30,GPR55,1
TCGA-86-8672,TCGA-LUAD,31,NBEAL2,1
TCGA-86-8672,TCGA-LUAD,32,SCAP,1
TCGA-86-8672,TCGA-LUAD,33,CSPG5,1
TCGA-86-8672,TCGA-LUAD,34,LAMB2,1
TCGA-86-8672,TCGA-LUAD,35,ITIH1,1
TCGA-86-8672,TCGA-LUAD,36,EOGT,1
TCGA-86-8672,TCGA-LUAD,37,EPHA3,1
TCGA-86-8672,TCGA-LUAD,38,OR5H14,1
TCGA-86-8672,TCGA-LUAD,39,HLTF,1
TCGA-86-8672,TCGA-LUAD,40,SHOX2,1
TCGA-86-8672,TCGA-LUAD,41,IQCJ-SCHIP1,1
TCGA-86-8672,TCGA-LUAD,42,OTOL1,1
TCGA-86-8672,TCGA-LUAD,43,ZBBX,1
TCGA-86-8672,TCGA-LUAD,44,MCF2L2,1
TCGA-86-8672,TCGA-LUAD,45,FAM131A,1
TCGA-86-8672,TCGA-LUAD,46,IL1RAP,1
TCGA-86-8672,TCGA-LUAD,47,ZFYVE28,1
TCGA-86-8672,TCGA-LUAD,48,SHROOM3,1
TCGA-86-8672,TCGA-LUAD,49,AIMP1,1
TCGA-86-8672,TCGA-LUAD,50,EGF,1
TCGA-L3-A524,TCGA-LUSC,1,KDM5B,7
TCGA-L3-A524,TCGA-LUSC,2,TTN,4
TCGA-L3-A524,TCGA-LUSC,3,WNK1,4
TCGA-L3-A524,TCGA-LUSC,4,COL24A1,3
TCGA-L3-A524,TCGA-LUSC,5,CPS1,3
TCGA-L3-A524,TCGA-LUSC,6,SYNE1,3
TCGA-L3-A524,TCGA-LUSC,7,CSMD3,3
TCGA-L3-A524,TCGA-LUSC,8,PCDH15,3
TCGA-L3-A524,TCGA-LUSC,9,NR1H4,3
TCGA-L3-A524,TCGA-LUSC,10,MYH8,3
TCGA-L3-A524,TCGA-LUSC,11,COL11A1,2
TCGA-L3-A524,TCGA-LUSC,12,COPA,2
TCGA-L3-A524,TCGA-LUSC,13,STYXL2,2
TCGA-L3-A524,TCGA-LUSC,14,NME7,2
TCGA-L3-A524,TCGA-LUSC,15,ZBTB41,2
TCGA-L3-A524,TCGA-LUSC,16,PLB1,2
TCGA-L3-A524,TCGA-LUSC,17,KIF5C,2
TCGA-L3-A524,TCGA-LUSC,18,RAPGEF4,2
TCGA-L3-A524,TCGA-LUSC,19,TRIP12,2
TCGA-L3-A524,TCGA-LUSC,20,COL6A6,2
TCGA-L3-A524,TCGA-LUSC,21,DNAJC13,2
TCGA-L3-A524,TCGA-LUSC,22,SI,2
TCGA-L3-A524,TCGA-LUSC,23,SLITRK3,2
TCGA-L3-A524,TCGA-LUSC,24,PLD1,2
TCGA-L3-A524,TCGA-LUSC,25,HRG,2
TCGA-L3-A524,TCGA-LUSC,26,FAM193A,2
TCGA-L3-A524,TCGA-LUSC,27,CCSER1,2
TCGA-L3-A524,TCGA-LUSC,28,INPP4B,2
TCGA-L3-A524,TCGA-LUSC,29,PRDM9,2
TCGA-L3-A524,TCGA-LUSC,30,ADAMTS12,2
TCGA-L3-A524,TCGA-LUSC,31,ADAMTS6,2
TCGA-L3-A524,TCGA-LUSC,32,PPIP5K2,2
TCGA-L3-A524,TCGA-LUSC,33,DMXL1,2
TCGA-L3-A524,TCGA-LUSC,34,PCDHGB7,2
TCGA-L3-A524,TCGA-LUSC,35,MEP1A,2
TCGA-L3-A524,TCGA-LUSC,36,DST,2
TCGA-L3-A524,TCGA-LUSC,37,ROS1,2
TCGA-L3-A524,TCGA-LUSC,38,EPB41L2,2
TCGA-L3-A524,TCGA-LUSC,39,PLEKHG1,2
TCGA-L3-A524,TCGA-LUSC,40,CDK13,2
TCGA-L3-A524,TCGA-LUSC,41,ZNF479,2
TCGA-L3-A524,TCGA-LUSC,42,PCLO,2
TCGA-L3-A524,TCGA-LUSC,43,ABCB1,2
TCGA-L3-A524,TCGA-LUSC,44,PTPRN2,2
TCGA-L3-A524,TCGA-LUSC,45,FAM135B,2
TCGA-L3-A524,TCGA-LUSC,46,COL22A1,2
TCGA-L3-A524,TCGA-LUSC,47,COL15A1,2
TCGA-L3-A524,TCGA-LUSC,48,KIAA1958,2
TCGA-L3-A524,TCGA-LUSC,49,CACNA1B,2
TCGA-L3-A524,TCGA-LUSC,50,LDB3,2
